DATE PM2p5 PM10 TEMP_MEAN H_TEMP L_TEMP CLOUD RAIN TEMP_Range SO2 O3 NO2 CO
20160620 35 52 24.7 30.7 19.6 6.8 0 11.1 0.005 0.043 0.03 0.5
20160621 42 62 26.0 31.3 21.0 6.1 0 10.3 0.005 0.046 0.042 0.6
20160622 48 70 24.3 30.2 20.9 6.4 30.5 9.3 0.005 0.034 0.038 0.6
20160623 30 44 24.7 29.4 19.6 5.0 0.1 9.8 0.005 0.036 0.029 0.5
20160624 32 55 23.1 25.7 21.1 7.3 3.5 4.6 0.004 0.032 0.027 0.4
20160625 17 32 22.8 26.7 19.2 4.5 0 7.5 0.005 0.04 0.021 0.4
20160626 18 31 24.4 30.3 19.4 0.8 0 10.9 0.005 0.041 0.019 0.4
20160627 21 35 24.4 29.5 19.9 6.6 0 9.6 0.006 0.034 0.034 0.4
20160628 41 61 24.7 29.7 20.4 5.0 0 9.3 0.005 0.04 0.034 0.5
20160629 24 36 25.3 30.2 20.9 6.9 0 9.3 0.005 0.039 0.03 0.4
20160630 20 30 24.6 26.9 23.0 9.5 0.2 3.9 0.004 0.028 0.022 0.4
20160701 14 21 24.0 26.6 22.0 9.9 108.5 4.6 0.004 0.018 0.024 0.3
20160702 9 14 23.5 27.7 20.6 8.0 4.0 7.1 0.004 0.029 0.019 0.3
20160703 29 41 23.5 26.8 21.1 6.5 0 5.7 0.004 0.043 0.019 0.4
20160704 14 21 21.8 24.1 20.2 9.1 29.5 3.9 0.003 0.021 0.025 0.4
20160705 8 13 23.1 24.8 20.2 10.0 100.5 4.6 0.004 0.012 0.019 0.4
20160706 9 18 22.9 26.9 20.3 6.8 0.0 6.6 0.004 0.023 0.024 0.4
20160707 26 42 24.0 28.5 20.1 7.5 0.0 8.4 0.006 0.025 0.038 0.5
20160708 36 56 27.3 32.4 21.2 0.1 0 11.2 0.004 0.034 0.032 0.5
20160709 23 39 27.7 32.7 23.2 3.1 0 9.5 0.004 0.029 0.026 0.4
20160710 22 35 27.9 33.1 23.2 7.3 0 9.9 0.005 0.03 0.028 0.4
20160711 36 54 28.4 33.4 24.8 8.1 0.0 8.6 0.005 0.039 0.035 0.5
20160712 27 38 26.3 30.9 22.1 7.3 3.0 8.8 0.006 0.026 0.03 0.4
20160713 17 30 26.3 29.5 23.2 7.6 0.0 6.3 0.005 0.014 0.025 0.3
20160714 17 29 27.5 32.4 24.0 5.8 0.1 8.4 0.004 0.03 0.023 0.3
20160715 10 18 26.2 29.2 23.7 9.3 1.5 5.5 0.004 0.026 0.02 0.3
20160716 5 9 20.8 23.8 19.8 10.0 46.5 4.0 0.004 0.018 0.017 0.3
20160717 9 14 21.7 23.1 20.4 10.0 2.5 2.7 0.004 0.021 0.015 0.3
20160718 16 28 24.4 28.4 20.7 5.9 0.2 7.7 0.005 0.018 0.025 0.4
20160719 21 36 27.1 32.4 20.9 3.6 0 11.5 0.004 0.036 0.03 0.4
20160720 23 37 28.6 32.9 24.0 5.4 0 8.9 0.004 0.037 0.028 0.4
20160721 19 31 28.3 32.2 24.9 6.8 0 7.3 0.004 0.035 0.025 0.4
20160722 23 36 29.1 34.1 25.3 6.5 0 8.8 0.004 0.036 0.024 0.4
20160723 27 41 28.7 31.6 27.2 8.8 0.5 4.4 0.004 0.028 0.024 0.4
20160724 25 38 28.0 30.1 27.0 9.6 0.5 3.1 0.004 0.019 0.019 0.3
20160725 31 44 28.4 31.4 26.4 6.6 0 5.0 0.005 0.019 0.023 0.3
20160726 23 34 28.4 31.9 25.6 6.8 0 6.3 0.005 0.015 0.019 0.3
20160727 23 35 27.6 28.9 26.7 9.4 0.5 2.2 0.004 0.016 0.019 0.3
20160728 39 57 28.0 30.5 26.7 6.3 0.2 3.8 0.004 0.04 0.02 0.5
20160729 29 46 26.3 28.4 23.4 9.6 59.5 5.0 0.004 0.02 0.031 0.5
20160730 30 44 28.6 33.0 26.4 5.9 0.5 6.6 0.004 0.029 0.023 0.4
20160731 27 39 28.9 32.8 26.6 5.4 0.2 6.2 0.004 0.018 0.017 0.3
20160801 22 33 28.4 32.4 25.8 6.3 0 6.6 0.004 0.014 0.021 0.4
20160802 16 27 27.2 31.1 25.0 7.6 2.0 6.1 0.004 0.013 0.025 0.4
20160803 17 29 29.1 34.2 24.0 4.1 0 10.2 0.004 0.027 0.028 0.4
20160804 20 32 30.7 35.7 26.0 1.1 0 9.7 0.004 0.029 0.027 0.4
20160805 26 40 31.2 36.0 26.5 1.9 0 9.5 0.004 0.039 0.03 0.5
20160806 39 59 30.5 34.0 26.6 1.9 0 7.4 0.004 0.049 0.03 0.6
20160807 25 36 30.6 35.0 27.0 0.9 0 8.0 0.004 0.038 0.022 0.4
20160808 25 40 30.5 35.5 26.4 2.5 0 9.1 0.004 0.03 0.023 0.4
20160809 22 32 29.3 33.6 26.4 3.8 1.0 7.2 0.004 0.036 0.027 0.4
20160810 44 64 29.4 34.8 26.1 4.4 0 8.7 0.005 0.039 0.027 0.5
20160811 20 32 30.5 36.4 26.1 0.3 0 10.3 0.004 0.026 0.023 0.4
20160812 28 42 30.4 35.9 26.4 1.8 0 9.5 0.004 0.027 0.024 0.4
20160813 25 36 30.2 35.1 26.8 3.0 0 8.3 0.004 0.021 0.019 0.3
20160814 27 36 28.9 31.8 27.3 5.3 0.2 4.5 0.004 0.02 0.014 0.3
20160815 23 36 29.1 34.0 25.8 6.1 0.0 8.2 0.004 0.03 0.018 0.4
20160816 29 46 29.3 34.9 26.2 4.5 0.5 8.7 0.005 0.037 0.027 0.5
20160817 25 42 29.9 34.7 25.1 3.3 0 9.6 0.004 0.034 0.027 0.4
20160818 35 53 29.9 34.3 26.2 7.0 0 8.1 0.005 0.043 0.033 0.5
20160819 42 60 28.9 33.2 26.6 7.5 11.5 6.6 0.005 0.039 0.037 0.5
20160820 21 33 30.1 34.9 26.5 6.9 0 8.4 0.004 0.038 0.023 0.4
20160821 18 27 30.7 36.6 26.9 4.4 0.0 9.7 0.004 0.043 0.017 0.3
20160822 18 29 30.7 36.3 25.8 3.6 0.4 10.5 0.004 0.036 0.023 0.3
20160823 21 34 28.3 33.0 26.0 5.1 8.0 7.0 0.004 0.032 0.028 0.4
20160824 22 35 29.1 32.9 26.4 5.4 0.0 6.5 0.005 0.03 0.029 0.4
20160825 18 30 27.1 32.2 24.0 7.0 4.5 8.2 0.004 0.025 0.026 0.4
20160826 6 14 23.0 28.2 19.5 4.3 20.0 8.7 0.004 0.029 0.015 0.3
20160827 5 13 23.4 29.7 16.9 4.9 0.0 12.8 0.004 0.028 0.016 0.3
20160828 4 11 21.0 24.5 18.3 8.3 1.5 6.2 0.004 0.023 0.011 0.3
20160829 7 16 22.2 27.1 17.4 5.1 0 9.7 0.004 0.02 0.018 0.3
20160830 9 28 20.6 24.5 17.9 6.1 0.0 6.6 0.004 0.022 0.017 0.3
20160831 7 18 17.7 19.2 16.1 8.4 17.5 3.1 0.004 0.018 0.018 0.3
20160901 33 60 23.2 28.6 15.8 2.9 0 12.8 0.005 0.04 0.027 0.6
20160902 23 33 24.2 29.0 20.6 6.5 4.5 8.4 0.004 0.039 0.02 0.4
20160903 13 21 23.9 28.6 20.4 6.1 0.5 8.2 0.004 0.03 0.024 0.4
20160904 13 22 25.6 29.6 22.1 7.3 0 7.5 0.004 0.021 0.022 0.5
20160905 17 31 26.4 31.1 23.0 5.4 0 8.1 0.004 0.022 0.026 0.5
20160906 35 58 24.7 29.0 21.0 4.4 0 8.0 0.005 0.027 0.031 0.5
20160907 51 76 24.3 28.6 20.9 6.9 0 7.7 0.005 0.029 0.03 0.6
20160908 30 48 23.0 26.5 21.5 8.1 4.5 5.0 0.005 0.019 0.035 0.6
20160909 27 42 23.9 29.3 19.7 4.4 0 9.6 0.004 0.025 0.032 0.6
20160910 27 41 24.4 29.1 20.0 6.3 0 9.1 0.004 0.032 0.029 0.5
20160911 27 39 24.5 28.2 22.1 7.1 0 6.1 0.004 0.039 0.02 0.5
20160912 18 29 23.4 27.5 21.4 4.5 2.5 6.1 0.004 0.018 0.026 0.5
20160913 10 18 24.6 30.8 19.6 3.8 0 11.2 0.004 0.022 0.025 0.4
20160914 21 32 24.6 28.9 21.4 5.0 0 7.5 0.004 0.032 0.024 0.5
20160915 27 41 23.9 29.5 18.8 7.6 0 10.7 0.004 0.028 0.023 0.5
20160916 35 50 24.6 29.5 20.4 9.3 0 9.1 0.007 0.036 0.022 0.5
20160917 20 29 23.1 28.2 18.5 4.9 7.0 9.7 0.004 0.036 0.013 0.4
20160918 13 23 23.5 28.3 20.2 5.4 0 8.1 0.003 0.035 0.011 0.3
20160919 5 13 21.9 27.8 18.2 1.4 0 9.6 0.003 0.027 0.014 0.3
20160920 10 18 20.6 26.8 15.4 1.1 0 11.4 0.003 0.029 0.017 0.3
20160921 22 33 20.2 25.3 14.3 5.6 0 11.0 0.004 0.024 0.026 0.4
20160922 26 40 21.9 27.2 17.5 3.9 0 9.7 0.004 0.026 0.03 0.4
20160923 33 51 21.4 27.9 16.4 2.6 0 11.5 0.004 0.031 0.037 0.5
20160924 41 61 22.3 28.9 16.5 3.3 0 12.4 0.005 0.041 0.038 0.6
20160925 36 53 23.0 29.7 18.6 6.8 0 11.1 0.005 0.032 0.035 0.5
20160926 29 45 23.6 28.9 19.7 5.4 0 9.2 0.004 0.018 0.04 0.5
20160927 23 35 21.0 23.8 19.1 9.6 13.5 4.7 0.004 0.008 0.037 0.5
20160928 21 35 19.9 21.8 18.7 10.0 0.5 3.1 0.004 0.01 0.03 0.5
20160929 6 14 20.4 24.8 18.2 8.4 0 6.6 0.004 0.015 0.017 0.4
20160930 14 30 20.5 23.5 17.7 8.8 0 5.8 0.004 0.012 0.03 0.4
20161001 26 45 21.1 25.6 17.5 7.8 0 8.1 0.004 0.012 0.037 0.6
20161002 17 29 19.0 22.4 16.7 9.8 18.5 5.7 0.004 0.011 0.026 0.5
20161003 9 17 22.7 27.9 19.6 4.0 6.5 8.3 0.004 0.021 0.019 0.4
20161004 15 30 22.0 29.0 15.6 0.9 0 13.4 0.004 0.02 0.025 0.4
20161005 13 26 21.1 27.2 17.5 3.4 0 9.7 0.004 0.026 0.02 0.4
20161006 18 38 18.0 23.5 13.6 2.8 0 9.9 0.004 0.024 0.023 0.5
20161007 12 26 19.7 24.8 16.5 8.8 2.0 8.3 0.004 0.018 0.024 0.4
20161008 10 21 16.8 21.8 10.3 5.5 6.0 11.5 0.004 0.028 0.016 0.4
20161009 9 18 11.3 16.6 6.5 3.3 0 10.1 0.004 0.027 0.012 0.3
20161010 11 27 14.0 21.4 7.4 4.4 0 14.0 0.004 0.018 0.028 0.4
20161011 22 44 15.4 21.1 10.0 6.0 0 11.1 0.005 0.013 0.042 0.6
20161012 29 55 15.5 20.7 11.4 3.3 0 9.3 0.004 0.022 0.027 0.5
20161013 20 42 15.2 21.9 9.3 3.8 0 12.6 0.005 0.014 0.038 0.5
20161014 41 72 16.7 23.5 10.5 0.0 0 13.0 0.005 0.012 0.048 0.7
20161015 49 78 19.1 27.1 12.4 4.1 0 14.7 0.005 0.016 0.047 0.8
20161016 36 54 17.2 19.5 15.4 9.4 1.5 4.1 0.004 0.012 0.035 0.6
20161017 32 51 17.5 21.7 14.5 6.1 0 7.2 0.004 0.017 0.032 0.6
20161018 29 55 17.0 24.0 11.2 3.0 0 12.8 0.004 0.012 0.039 0.7
20161019 36 64 18.0 24.3 14.0 1.3 0 10.3 0.005 0.021 0.05 0.7
20161020 37 64 18.6 25.8 12.9 1.6 0 12.9 0.004 0.023 0.041 0.7
20161021 12 24 17.9 22.0 15.7 9.4 0 6.3 0.004 0.023 0.023 0.4
20161022 15 29 18.3 22.8 14.5 6.8 0 8.3 0.004 0.022 0.024 0.4
20161023 6 11 13.3 17.8 10.6 9.4 2.5 7.2 0.003 0.025 0.014 0.3
20161024 7 17 15.1 20.6 9.0 5.6 0 11.6 0.003 0.018 0.024 0.3
20161025 9 16 14.1 17.5 12.5 7.6 37.0 5.0 0.003 0.013 0.027 0.5
20161026 21 41 13.3 16.3 10.5 5.4 0.0 5.8 0.004 0.007 0.034 0.8
20161027 22 44 14.6 20.9 8.6 6.5 0 12.3 0.004 0.009 0.032 0.6
20161028 17 37 14.6 18.4 10.2 8.8 0.3 8.2 0.004 0.018 0.026 0.5
20161029 16 35 7.8 11.2 3.5 6.6 0 7.7 0.004 0.023 0.019 0.3
20161030 12 26 7.9 15.1 1.6 0.9 0 13.5 0.004 0.015 0.028 0.4
20161031 15 29 5.7 8.2 0.7 7.4 0.5 7.5 0.005 0.009 0.034 0.5
20161101 10 23 1.5 6.6 -2.4 0.0 0 9.0 0.004 0.021 0.02 0.3
20161102 16 35 4.1 10.5 -2.7 4.4 0.1 13.2 0.004 0.01 0.038 0.5
20161103 23 41 9.1 14.1 4.2 4.9 0.2 9.9 0.005 0.012 0.043 0.6
20161104 33 60 12.3 15.7 8.2 8.3 0.0 7.5 0.006 0.025 0.038 0.6
20161105 44 75 15.0 18.1 12.2 7.3 0 5.9 0.005 0.036 0.033 0.6
20161106 19 32 14.0 18.3 11.9 7.5 0 6.4 0.004 0.023 0.023 0.4
20161107 23 34 12.8 17.8 8.5 9.0 5.5 9.3 0.004 0.019 0.027 0.4
20161108 49 64 4.1 8.4 0.4 2.4 0.5 8.0 0.004 0.025 0.019 0.5
20161109 27 41 2.1 8.6 -3.2 1.4 0 11.8 0.004 0.015 0.031 0.5
20161110 26 41 6.0 9.8 1.5 9.5 0.4 8.3 0.004 0.004 0.044 0.6
20161111 22 50 9.1 14.2 6.2 2.0 4.0 8.0 0.004 0.015 0.035 0.6
20161112 31 75 11.4 16.7 5.1 3.3 0 11.6 0.005 0.016 0.042 0.7
20161113 30 62 14.4 18.1 12.1 7.3 0.5 6.0 0.005 0.014 0.04 0.6
20161114 29 53 13.2 15.8 10.2 7.9 1.5 5.6 0.004 0.007 0.044 0.7
20161115 20 58 5.2 10.2 2.5 0.0 0 7.7 0.004 0.02 0.023 0.4
20161116 27 54 5.2 12.0 0.0 1.1 0 12.0 0.005 0.006 0.044 0.6
20161117 39 74 9.1 16.5 4.0 2.0 0 12.5 0.005 0.006 0.051 0.9
20161118 54 94 10.3 14.6 4.9 5.6 0.0 9.7 0.006 0.005 0.056 1.0
20161119 34 56 13.0 18.6 9.9 8.9 0.0 8.7 0.005 0.011 0.041 0.6
20161120 24 44 9.8 15.3 6.4 1.6 0 8.9 0.004 0.019 0.024 0.6
20161121 29 62 9.5 14.6 5.1 7.8 0 9.5 0.004 0.008 0.042 0.7
20161122 18 43 2.0 8.4 -2.1 8.4 0.2 10.5 0.004 0.02 0.019 0.4
20161123 15 38 -1.8 3.6 -4.8 3.4 0 8.4 0.004 0.016 0.022 0.4
20161124 13 27 -2.5 2.4 -6.2 0.0 0 8.6 0.005 0.019 0.023 0.4
20161125 21 39 1.0 6.0 -3.5 4.3 0 9.5 0.005 0.008 0.042 0.7
20161126 36 54 0.9 2.7 -0.7 7.5 2.8 3.4 0.005 0.003 0.046 0.8
20161127 48 71 3.3 6.6 0.5 7.5 0.0 6.1 0.005 0.004 0.04 0.8
20161128 39 81 1.4 5.6 -1.4 0.0 0 7.0 0.005 0.015 0.027 0.6
20161129 23 40 1.7 8.6 -2.8 0.1 0 11.4 0.005 0.007 0.042 0.7
20161130 27 46 6.0 9.8 0.7 8.9 1.0 9.1 0.006 0.003 0.048 0.7
20161201 26 50 4.1 7.0 -1.0 1.3 0 8.0 0.005 0.02 0.022 0.5
20161202 17 37 1.6 7.9 -3.5 0.0 0 11.4 0.005 0.01 0.036 0.6
20161203 30 54 4.5 11.3 -0.7 5.5 0 12.0 0.006 0.006 0.051 0.8
20161204 53 81 5.5 9.5 2.0 8.8 0 7.5 0.006 0.003 0.058 1.0
20161205 56 85 5.9 10.3 0.5 7.9 1.5 9.8 0.006 0.014 0.036 0.8
20161206 12 26 -1.1 4.3 -4.2 0.0 0 8.5 0.005 0.015 0.026 0.4
20161207 27 51 1.7 7.5 -2.7 3.9 0.0 10.2 0.006 0.005 0.046 0.7
20161208 34 56 2.1 6.1 -3.0 6.1 3.0 9.1 0.005 0.005 0.045 0.8
20161209 23 34 1.4 4.2 -2.9 3.9 3.0 7.1 0.005 0.016 0.026 0.5
20161210 21 34 -1.6 3.6 -5.9 0.1 0 9.5 0.004 0.014 0.029 0.5
20161211 22 35 -1.1 6.4 -6.1 0.4 0 12.5 0.005 0.01 0.036 0.7
20161212 29 46 2.3 6.3 -3.0 8.0 0 9.3 0.005 0.003 0.047 0.8
20161213 40 62 3.4 8.8 -0.4 4.6 0 9.2 0.006 0.008 0.043 0.9
20161214 30 53 -1.4 -0.1 -2.3 7.3 0.1 2.2 0.005 0.008 0.03 0.6
20161215 17 35 -5.0 -1.5 -7.6 0.0 0 6.1 0.005 0.017 0.021 0.4
20161216 17 33 -4.7 0.0 -9.8 2.0 0 9.8 0.005 0.013 0.03 0.5
20161217 35 57 2.7 8.0 -2.7 6.6 0.0 10.7 0.006 0.005 0.05 0.9
20161218 33 49 4.9 8.1 2.7 8.5 0 5.4 0.005 0.006 0.045 0.8
20161219 24 38 7.2 12.0 4.3 6.9 0.1 7.7 0.005 0.006 0.041 0.7
20161220 34 53 7.6 13.6 4.4 2.4 0 9.2 0.005 0.005 0.047 0.9
20161221 25 40 7.9 12.6 4.1 8.1 29.0 8.5 0.005 0.006 0.038 0.7
20161222 21 30 5.5 11.0 1.5 9.8 23.5 9.5 0.004 0.011 0.025 0.6
20161223 36 52 -2.5 1.5 -4.4 8.9 0.1 5.9 0.004 0.016 0.018 0.5
20161224 51 67 -2.4 1.1 -4.3 5.5 0 5.4 0.005 0.01 0.028 0.7
20161225 42 56 1.0 6.4 -4.5 4.8 0 10.9 0.004 0.005 0.035 0.9
20161226 33 50 2.5 4.4 1.3 8.6 0.0 3.1 0.005 0.005 0.04 0.9
20161227 27 41 -2.3 1.3 -6.3 2.8 0.5 7.6 0.005 0.019 0.019 0.5
20161228 25 44 -3.7 2.6 -8.4 1.9 0 11.0 0.005 0.009 0.036 0.6
20161229 16 35 -4.2 -1.1 -7.2 1.5 0.3 6.1 0.005 0.014 0.026 0.5
20161230 24 42 -3.9 1.0 -9.1 3.0 0 10.1 0.005 0.006 0.042 0.7
20161231 40 58 0.7 5.7 -3.6 6.6 0.0 9.3 0.006 0.003 0.051 1.0
20170101 57 77 2.7 6.9 -1.6 7.0 0 8.5 0.005 0.004 0.046 1.0
20170102 79 110 5.0 9.2 1.8 7.6 0.3 7.4 0.006 0.016 0.04 0.9
20170103 52 79 2.0 7.7 -2.3 1.1 0 10.0 0.006 0.013 0.043 0.8
20170104 35 55 3.9 8.9 1.0 2.6 0 7.9 0.006 0.009 0.051 0.9
20170105 22 36 3.8 7.3 -0.1 8.4 0 7.4 0.005 0.011 0.036 0.7
20170106 13 20 5.4 11.4 2.5 4.1 0 8.9 0.004 0.013 0.035 0.5
20170107 37 54 4.6 10.5 0.0 3.0 0 10.5 0.005 0.005 0.049 0.9
20170108 22 31 6.5 10.9 4.0 8.1 0.0 6.9 0.004 0.015 0.032 0.6
20170109 46 59 1.5 4.3 -3.1 4.3 0.0 7.4 0.005 0.027 0.021 0.6
20170110 16 31 -3.7 1.1 -7.4 0.8 0 8.5 0.005 0.023 0.02 0.4
20170111 12 24 -3.8 1.5 -9.4 1.9 0 10.9 0.005 0.015 0.029 0.5
20170112 16 30 -2.2 1.0 -6.1 2.1 0.0 7.1 0.005 0.017 0.028 0.5
20170113 13 30 -6.0 -1.4 -8.6 1.8 0.6 7.2 0.004 0.022 0.019 0.4
20170114 12 44 -8.4 -5.4 -10.5 0.0 0 5.1 0.004 0.024 0.013 0.4
20170115 14 27 -6.6 -0.9 -11.5 0.0 0 10.6 0.004 0.016 0.022 0.5
20170116 26 47 -3.8 4.0 -8.9 0.1 0 12.9 0.005 0.006 0.042 0.8
20170117 45 68 -2.0 3.4 -7.1 4.4 0 10.5 0.007 0.003 0.06 1.1
20170118 73 99 -0.5 2.8 -3.0 4.0 0.0 5.8 0.007 0.005 0.053 1.1
20170119 72 102 -1.2 4.7 -4.9 6.3 0 9.6 0.006 0.007 0.052 1.0
20170120 40 57 -4.4 -1.4 -7.8 4.8 4.0 6.4 0.005 0.019 0.03 0.6
20170121 34 48 -5.2 -0.9 -10.0 5.3 2.1 9.1 0.005 0.008 0.042 0.7
20170122 27 75 -8.3 -3.3 -10.9 0.0 0.0 7.6 0.006 0.028 0.015 0.5
20170123 35 47 -8.9 -4.1 -12.6 0.0 0 8.5 0.005 0.021 0.025 0.5
20170124 28 39 -7.0 -1.3 -11.6 0.0 0 10.3 0.005 0.013 0.039 0.6
20170125 36 49 -5.2 0.9 -10.2 0.0 0 11.1 0.005 0.008 0.05 0.8
20170126 48 64 -1.3 3.4 -7.9 6.9 0.3 11.3 0.006 0.009 0.055 1.0
20170127 20 107 -2.6 3.1 -5.7 1.6 3.0 8.8 0.004 0.026 0.016 0.4
20170128 12 32 -1.6 4.3 -8.2 6.6 0 12.5 0.004 0.011 0.033 0.6
20170129 16 27 0.8 2.5 -0.9 9.6 4.5 3.4 0.004 0.006 0.037 0.7
20170130 34 48 -4.8 -0.9 -7.9 2.9 0.1 7.0 0.005 0.027 0.016 0.5
20170131 18 29 -5.4 0.2 -9.9 3.1 0 10.1 0.004 0.011 0.036 0.6
20170201 21 35 -4.0 0.7 -7.5 1.4 0 8.2 0.005 0.018 0.031 0.6
20170202 17 32 -2.7 3.3 -9.2 1.3 0 12.5 0.005 0.017 0.033 0.6
20170203 45 68 1.5 6.7 -2.3 2.3 0 9.0 0.006 0.017 0.046 0.8
20170204 70 96 0.9 3.2 -2.9 7.0 0 6.1 0.005 0.004 0.061 1.1
20170205 55 70 1.2 2.3 -1.5 7.3 0.5 3.8 0.005 0.015 0.037 0.8
20170206 27 40 -1.7 2.6 -4.4 0.0 0 7.0 0.005 0.028 0.021 0.5
20170207 23 40 -2.0 3.0 -5.6 5.3 0 8.6 0.005 0.008 0.041 0.6
20170208 30 53 -2.2 0.6 -4.9 6.8 0 5.5 0.006 0.009 0.042 0.7
20170209 18 50 -5.3 -2.1 -7.1 1.5 0 5.0 0.005 0.026 0.017 0.4
20170210 17 32 -6.6 -2.5 -9.3 0.9 0 6.8 0.004 0.027 0.015 0.4
20170211 16 29 -4.8 0.8 -9.2 0.3 0 10.0 0.004 0.024 0.019 0.4
20170212 18 31 -2.2 4.2 -7.4 0.0 0 11.6 0.005 0.019 0.029 0.6
20170213 28 43 0.1 6.1 -5.4 4.3 0 11.5 0.006 0.008 0.049 0.8
20170214 32 51 0.3 6.5 -4.0 0.0 0 10.5 0.005 0.019 0.038 0.6
20170215 41 60 1.8 8.0 -3.9 0.0 0 11.9 0.008 0.008 0.059 0.9
20170216 46 69 5.5 10.3 -1.9 5.8 0.0 12.2 0.007 0.012 0.056 1.0
20170217 17 46 0.8 9.0 -5.2 3.1 4.0 14.2 0.004 0.029 0.018 0.4
20170218 17 31 -2.6 2.9 -7.0 0.6 0 9.9 0.005 0.027 0.022 0.5
20170219 26 43 2.3 5.7 -3.4 7.0 1.0 9.1 0.005 0.019 0.034 0.6
20170220 22 43 -1.5 5.4 -5.2 2.5 0.5 10.6 0.004 0.03 0.017 0.4
20170221 29 46 -0.6 6.9 -7.6 4.5 0 14.5 0.005 0.013 0.043 0.7
20170222 28 40 1.7 2.9 -0.9 9.9 5.1 3.8 0.004 0.008 0.043 0.7
20170223 21 34 -1.5 2.1 -4.2 1.1 0 6.3 0.005 0.033 0.017 0.4
20170224 17 28 -0.8 4.4 -5.8 2.1 0 10.2 0.005 0.023 0.03 0.5
20170225 30 46 2.6 8.4 -2.8 1.8 0 11.2 0.006 0.019 0.037 0.7
20170226 32 47 3.6 10.1 -1.5 0.1 0 11.6 0.005 0.023 0.03 0.6
20170227 24 38 3.7 10.7 -1.8 0.0 0 12.5 0.005 0.014 0.042 0.7
20170228 26 42 5.6 12.3 -1.3 2.1 0 13.6 0.006 0.015 0.049 0.7
20170301 41 57 5.0 11.4 2.0 9.8 5.0 9.4 0.006 0.02 0.044 0.6
20170302 22 33 1.8 6.6 -1.1 4.1 0.5 7.7 0.004 0.03 0.021 0.4
20170303 22 43 3.3 10.4 -3.1 1.3 0 13.5 0.005 0.019 0.038 0.6
20170304 32 51 5.7 12.7 0.1 0.1 0 12.6 0.005 0.013 0.048 0.7
20170305 48 67 5.2 10.4 1.2 6.1 0.5 9.2 0.005 0.024 0.038 0.7
20170306 25 36 0.1 4.0 -2.8 0.5 0 6.8 0.004 0.032 0.017 0.4
20170307 20 33 -1.3 2.9 -4.0 1.0 0.0 6.9 0.004 0.034 0.016 0.4
20170308 20 43 -0.1 5.0 -5.3 2.8 0.0 10.3 0.004 0.029 0.023 0.5
20170309 21 46 3.2 10.7 -2.7 0.8 0 13.4 0.005 0.027 0.028 0.5
20170310 26 44 4.8 12.2 -1.2 0.1 0 13.4 0.005 0.022 0.038 0.5
20170311 40 62 7.3 16.7 -0.2 3.0 0 16.9 0.007 0.017 0.055 0.7
20170312 64 89 8.2 14.0 4.4 9.0 0.0 9.6 0.007 0.025 0.051 0.8
20170313 42 61 6.9 12.2 1.5 3.4 0 10.7 0.004 0.033 0.024 0.5
20170314 29 49 5.8 10.9 1.0 0.5 0 9.9 0.004 0.031 0.024 0.5
20170315 24 41 6.3 13.3 0.4 0.1 0 12.9 0.004 0.022 0.035 0.5
20170316 43 63 6.2 13.4 1.0 3.0 0 12.4 0.005 0.021 0.05 0.6
20170317 54 74 7.7 15.7 1.2 1.9 0 14.5 0.005 0.021 0.053 0.7
20170318 50 72 9.5 16.1 5.9 3.5 0 10.2 0.007 0.026 0.054 0.7
20170319 54 74 10.9 18.9 3.2 0.3 0 15.7 0.005 0.026 0.044 0.7
20170320 68 97 10.2 15.5 6.0 8.3 0 9.5 0.006 0.009 0.064 0.8
20170321 67 99 7.4 12.6 4.3 2.0 0 8.3 0.006 0.029 0.032 0.6
20170322 31 51 7.6 14.1 1.9 4.8 0 12.2 0.005 0.028 0.034 0.5
20170323 42 72 9.1 15.0 5.1 4.6 0 9.9 0.006 0.026 0.044 0.6
20170324 35 58 8.7 15.2 3.9 6.8 0 11.3 0.005 0.02 0.044 0.6
20170325 42 64 8.1 12.6 5.0 6.0 0 7.6 0.006 0.023 0.042 0.6
20170326 43 60 7.3 11.6 4.8 7.1 0 6.8 0.006 0.031 0.031 0.5
20170327 54 73 6.1 10.9 4.4 6.0 0.4 6.5 0.005 0.033 0.031 0.8
20170328 57 81 7.1 12.7 2.5 6.4 0 10.2 0.005 0.02 0.044 0.7
20170329 39 55 8.8 14.4 4.7 4.3 0 9.7 0.005 0.034 0.034 0.6
20170330 42 66 10.6 17.1 4.1 4.9 0 13.0 0.005 0.025 0.045 0.6
20170331 33 49 8.6 12.4 4.9 8.3 1.5 7.5 0.004 0.02 0.038 0.6
20170401 16 23 9.0 15.1 4.8 4.8 1.0 10.3 0.004 0.03 0.026 0.4
20170402 33 46 9.0 15.8 3.1 0.9 0 12.7 0.004 0.034 0.03 0.5
20170403 53 77 11.4 19.2 4.3 0.0 0 14.9 0.006 0.033 0.045 0.6
20170404 46 73 14.1 21.8 6.7 4.0 0 15.1 0.006 0.033 0.051 0.7
20170405 30 48 12.0 14.2 10.8 9.9 37.5 3.4 0.005 0.02 0.049 0.6
20170406 18 26 10.4 12.4 9.4 9.6 3.0 3.0 0.004 0.024 0.028 0.4
20170407 28 42 14.5 23.5 9.0 6.8 0 14.5 0.004 0.02 0.039 0.5
20170408 41 62 13.0 19.9 8.6 8.3 0.5 11.3 0.005 0.021 0.04 0.6
20170409 26 40 14.8 20.5 10.6 8.0 0.5 9.9 0.004 0.031 0.021 0.5
